author,episode_number,episode_title,quote,season
Phoebe,23.0,Chandler And Monica's Wedding,Don't be so negative! Good god! Isn't it possible that sorry is sitting in there right now?!,7.0
Rachel,23.0,Chandler And Monica's Wedding,"Okay. Phoebe, i-i think ross is right. What are we gonna do?",7.0
Ross,23.0,Chandler And Monica's Wedding,"Look- okay, I'm just gonna- I'm gonna have to go find him and bring him back! Okay? You-you make sure monica does not find out, okay?",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Okay but if you don't find him and bring him back, I am gonna hunt you down and kick your ass!",7.0
Ross,23.0,Chandler And Monica's Wedding,"I will, I will find him.",7.0
Joey,23.0,Chandler And Monica's Wedding,Oh man! They-they just redid my make-up!,7.0
Joey,23.0,Chandler And Monica's Wedding,Picture? What picture?,7.0
Joey,23.0,Chandler And Monica's Wedding,"Okay uh, look I know you're a great actor, okay? And you play all those shakespeare guys and stuff",7.0
Joey,23.0,Chandler And Monica's Wedding,But you're spittin' all over me man!,7.0
Joey,23.0,Chandler And Monica's Wedding,You know you've been spitting on me?!,7.0
Joey,23.0,Chandler And Monica's Wedding,Wow! Didn't know that.,7.0
Joey,23.0,Chandler And Monica's Wedding,Thanks! Okay-okay check it out! Picture? What picture? Eh?,7.0
Ross,23.0,Chandler And Monica's Wedding,"Gunther have you uh, have you seen chandler?",7.0
Ross,23.0,Chandler And Monica's Wedding,"Yes. Yes. Don't worry. Everything's fine. We'll uh, we'll see you tomorrow at the wedding.",7.0
Ross,23.0,Chandler And Monica's Wedding,Well then we'll-we'll see you the day after tomorrow. Mom?! Dad?! What-whatwhat you guys doing here?!,7.0
Ross,23.0,Chandler And Monica's Wedding,What? Your-your list?,7.0
Ross,23.0,Chandler And Monica's Wedding,"Yes! No-no! I know, I know what the list is! Mom! Look if you see chandler, could you just let him know I'm looking for him?",7.0
Joey,23.0,Chandler And Monica's Wedding,What picture?!,7.0
Joey,23.0,Chandler And Monica's Wedding,You went through my personal property?,7.0
Joey,23.0,Chandler And Monica's Wedding,"Because vincent, we were lovers. For two years!",7.0
Joey,23.0,Chandler And Monica's Wedding,Great scene yeah?,7.0
Joey,23.0,Chandler And Monica's Wedding,Thanks a lot.,7.0
Joey,23.0,Chandler And Monica's Wedding,"Oh, I'm-i'm not working tomorrow.",7.0
Joey,23.0,Chandler And Monica's Wedding,No! No! I can't! You gotta get me out of it! I've got plans! Important plans!,7.0
Rachel,23.0,Chandler And Monica's Wedding,Ross said there's still no word from chandler.,7.0
Rachel,23.0,Chandler And Monica's Wedding,Oh but he did say that they found the grandmother wandering down fifth avenue.,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Okay. Well there's one down.,7.0
Monica,23.0,Chandler And Monica's Wedding,I'm getting married today!!! I think I just cracked a rib. But I don't care because today's my wedding day! My day is finally here!!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Y'know she might not even notice he's gone.,7.0
Monica,23.0,Chandler And Monica's Wedding,I'm gonna start getting ready!,7.0
Rachel,23.0,Chandler And Monica's Wedding,"God! Don't- we can't let her start getting ready! This is too awful! Oh god, but wait she'll be in the gown and then he won't show up and then she's gonna have to take off the gown",7.0
Phoebe,23.0,Chandler And Monica's Wedding,Shhh! Stop it! Stop it rachel! You can't do this here!,7.0
Rachel,23.0,Chandler And Monica's Wedding,I'm sorry. I'm sorry. It's justit's just so sad!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Yeah, but you've got to pull yourself together! Monica can't see you like this! Then she'll know something's wrong!",7.0
Rachel,23.0,Chandler And Monica's Wedding,I know. I know. Oh god. There's no tissue! Can you grab me some toilet paper?,7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Yeah. Oh, that's gone too. This is monica's bathroom right?!",7.0
Phoebe,23.0,Chandler And Monica's Wedding,No-no! I-ii found one.,7.0
Rachel,23.0,Chandler And Monica's Wedding,Oh thank you! Oh god! Can I have another one?,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Sure. Do you need some floss?,7.0
Rachel,23.0,Chandler And Monica's Wedding,Oh god I just can not imagine what is gonna happen if chandler doesn't show up!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Oh here's a whole bunch.,7.0
Rachel,23.0,Chandler And Monica's Wedding,"Oh, I mean she's gonna be at the wedding waiting for him and people will be whispering, ""oh that poor girl."" y'know? Then she'll have to come back here and live all alone.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"There was a pregnancy test in the garbage, and it's positive. Monica's pregnant. So I guess she won't be totally alone.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"I know! Monica's gonna have a baby! Hey, can this count as her something new?",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Hey, do you think this is why chandler took off?",7.0
Rachel,23.0,Chandler And Monica's Wedding,"No, she had to have just taken that test because I took out the trash last night.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Oh god, this is turning into the worst wedding day ever! The bride is pregnant. The groom is missing. And I'm still holding this.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"Okay phoebe, we can not tell anyone about this.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Yeah, okay. Hey, wait. Do you know what kind of birth control she was using?",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Just for the future, this is hardly a commercial for it.",7.0
Ross,23.0,Chandler And Monica's Wedding,"No! I talked to joey on the set, he hasn't heard from him. I-i-i talked to chandler's parents again!",7.0
Phoebe,23.0,Chandler And Monica's Wedding,You told them he was missing?,7.0
Ross,23.0,Chandler And Monica's Wedding,"No! I made it seem like I was just calling to chat. Pretty sure, they both think I'm interested in them.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"All right, we've got to tell her he's gone.",7.0
Ross,23.0,Chandler And Monica's Wedding,No! Hey! Hey! We can't!,7.0
Rachel,23.0,Chandler And Monica's Wedding,"Ross, she's gonna start getting ready soon!",7.0
Ross,23.0,Chandler And Monica's Wedding,"Well, can't you at least stall her a little? I'll-i'll go back to some of the places I went last night.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"All right, well how much time do you need?",7.0
Ross,23.0,Chandler And Monica's Wedding,Well how much time before she absolutely has to start getting ready?,7.0
Ross,23.0,Chandler And Monica's Wedding,Give me two.,7.0
Rachel,23.0,Chandler And Monica's Wedding,Then why do you ask?!,7.0
Ross,23.0,Chandler And Monica's Wedding,"Okay, wish me luck.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,Okay. I'm going with you.,7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Ross, you're tired. You've been looking all night. And clearly you suck at this.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"All right, I'll see you guys later.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Okay. Wait, do you know how you're going to stall her?",7.0
Rachel,23.0,Chandler And Monica's Wedding,I'll figure something out.,7.0
Phoebe,23.0,Chandler And Monica's Wedding,All right. Good luck.,7.0
Monica,23.0,Chandler And Monica's Wedding,"Hey! Okay, so I thought we'd start with my make up and then do my hair.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"Okay uh, but before you do that. I-i, I need you to talk to me.",7.0
Rachel,23.0,Chandler And Monica's Wedding,Umm I'm never gonna getting married!,7.0
Monica,23.0,Chandler And Monica's Wedding,"Yeah you will! The right guy is just around the corner! Okay, are we done with that?",7.0
Rachel,23.0,Chandler And Monica's Wedding,"No monica! I'm serious! Oh, maybe I should just forget about it. Become a lesbian or something.",7.0
Monica,23.0,Chandler And Monica's Wedding,Any woman would be lucky to have ya.,7.0
Rachel,23.0,Chandler And Monica's Wedding,Well maybe it would make me feel better if I slept with joey.,7.0
Monica,23.0,Chandler And Monica's Wedding,Rachel! You okay?,7.0
Joey,23.0,Chandler And Monica's Wedding,"Excuse me, aaron? Hi! Umm, I have a little problem with the schedules. Originally, I wasn't supposed to work today, and I have this wedding that I really have to be at. It's my best friend's, and I'm officiating so I really can't work past four.",7.0
Joey,23.0,Chandler And Monica's Wedding,I'm having surgery!,7.0
Joey,23.0,Chandler And Monica's Wedding,"Yeah, i-i just made up the stuff about the wedding because I didn't want you to worry about me. But, I'm having surgery today.",7.0
Joey,23.0,Chandler And Monica's Wedding,Hair transplant.,7.0
Joey,23.0,Chandler And Monica's Wedding,It's not on my head.,7.0
Joey,23.0,Chandler And Monica's Wedding,"Hey! You're here! Great! Great! Great! Let's get going buddy, we've got a scene to shoot!",7.0
Joey,23.0,Chandler And Monica's Wedding,Are you drunk?,7.0
Joey,23.0,Chandler And Monica's Wedding,Yes you are!,7.0
Ross,23.0,Chandler And Monica's Wedding,We are never gonna find him! He's one guy in a huge city!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Oh my god! Is that him?,7.0
Ross,23.0,Chandler And Monica's Wedding,"That is an old, chinese woman!",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"He could be in disguise, y'know.",7.0
Ross,23.0,Chandler And Monica's Wedding,"Aw, y'knowy'know, maybe we're-we're just approaching this all wrong. If you're chandler and-and you wanna hide, where is the last place on earth people would think you'd go?",7.0
Ross,23.0,Chandler And Monica's Wedding,So this is your office?,7.0
Chandler,23.0,Chandler And Monica's Wedding,How did you guys find me? I knew I should've hid at the gym!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,What the hell are you doing?!,7.0
Chandler,23.0,Chandler And Monica's Wedding,Panicking! And using the internet to try to prove that I'm related to monica. How is she?,7.0
Ross,23.0,Chandler And Monica's Wedding,"She's fine. She doesn't know you're gone. And she doesn't have to know, okay? Now come on, we're going home.",7.0
Chandler,23.0,Chandler And Monica's Wedding,No! No! No! I can't do that!,7.0
Chandler,23.0,Chandler And Monica's Wedding,"Because if I go home, we're gonna become the bings! I can't be the bings!",7.0
Ross,23.0,Chandler And Monica's Wedding,What's wrong with being the bings?,7.0
Chandler,23.0,Chandler And Monica's Wedding,The bings have horrible marriages! They yell. They fight. And they use the pool boy as a pawn in their sexual games!,7.0
Ross,23.0,Chandler And Monica's Wedding,"Chandler, have you ever put on a black cocktail dress and asked me up to your hotel room?",7.0
Ross,23.0,Chandler And Monica's Wedding,Then you are neither of your parents!,7.0
Chandler,23.0,Chandler And Monica's Wedding,"It's not just their marriage! I mean, look at yours. Look at everybody's! The only person that can make marriage work is paul newman! And I've met me; I am not paul newman. I don't race cars! I don't make popcorn! None of my proceeds go to charity.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"But look chandler, right now, no one has a lower opinion of you than I do. But I totally believe you can do this.",7.0
Chandler,23.0,Chandler And Monica's Wedding,"I want to. I love her so much, but I'm afrit's too huge.",7.0
Ross,23.0,Chandler And Monica's Wedding,"Y'know, okay. You're right. It is huge. So why don't we take it just a little bit at a time? Okay? Umm, forget getting married for a sec; just forget about it. Can you just come home and take a shower?",7.0
Chandler,23.0,Chandler And Monica's Wedding,"Well yeah, but then",7.0
Ross,23.0,Chandler And Monica's Wedding,"Yeah- no-but-but-but-but! We're just gonna go home and take a shower. Now, that's not scary right?",7.0
Chandler,23.0,Chandler And Monica's Wedding,Depends on what you mean by we.,7.0
Rachel,23.0,Chandler And Monica's Wedding,The nights are the hardest. But then the day comes! And that's every bit as hard as the night. And then the night comes again,7.0
Monica,23.0,Chandler And Monica's Wedding,"The days and nights are hard! I get it! Okay? Look umm, rachel I'm sorry! I have to start getting ready! I'm getting married today!",7.0
Rachel,23.0,Chandler And Monica's Wedding,I know. At dusk. That's such a hard time for me.,7.0
Monica,23.0,Chandler And Monica's Wedding,"I'm gonna go put my make up on, we have to be at the hotel in an hour!",7.0
Rachel,23.0,Chandler And Monica's Wedding,Okay. But wait!,7.0
Rachel,23.0,Chandler And Monica's Wedding,Let's go to lunch.,7.0
Monica,23.0,Chandler And Monica's Wedding,I can't go to lunch!!,7.0
Rachel,23.0,Chandler And Monica's Wedding,Oh good god! I've fallen down!,7.0
Monica,23.0,Chandler And Monica's Wedding,What's going on?,7.0
Rachel,23.0,Chandler And Monica's Wedding,"Okay. All right. Honey listen. When I tell you what I'm about to tell you, I need you to remember that we are all here for you and that we love you.",7.0
Monica,23.0,Chandler And Monica's Wedding,"Okay, you're-you're really freaking me out.",7.0
Rachel,23.0,Chandler And Monica's Wedding,We can't find chandler- 's vest. We can't find chandler's vest.,7.0
Monica,23.0,Chandler And Monica's Wedding,"How can that be?! Oh wait! Wait! Are you, are you serious?!",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Found the vest! I mean we're gonna have to keep an eye on it, y'know make sure we don't lose it again",7.0
Monica,23.0,Chandler And Monica's Wedding,"Oh wow! Okay. Don't scare me like that okay? I mean for a minute there I was like, ""oh my god! The worst has happened!""",7.0
Joey,23.0,Chandler And Monica's Wedding,I would sooner die in this hellhole then see her back with you!,7.0
Joey,23.0,Chandler And Monica's Wedding,What?! He got me! Owwwwww!!!,7.0
Joey,23.0,Chandler And Monica's Wedding,"Look, my best friends are getting married in like an hour. Okay? And I'm the minister. Please! Please! Can you pull it together?",7.0
Joey,23.0,Chandler And Monica's Wedding,Thank you. Thank you.,7.0
Joey,23.0,Chandler And Monica's Wedding,I would sooner die in this hellhole then see her back with you!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,So-so you two were married huh? What happened? You just drift apart?,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Oh my god monica!,7.0
Monica,23.0,Chandler And Monica's Wedding,I wanna wear this everyday.,7.0
Rachel,23.0,Chandler And Monica's Wedding,You look so beautiful.,7.0
Monica,23.0,Chandler And Monica's Wedding,I'm so happy for me.,7.0
Joey,23.0,Chandler And Monica's Wedding,Hey! Did chandler show up yet?,7.0
Rachel,23.0,Chandler And Monica's Wedding,"Yeah, we got him back. Everything's fine.",7.0
Rachel,23.0,Chandler And Monica's Wedding,What? Why? Where are you?,7.0
Joey,23.0,Chandler And Monica's Wedding,I'm still on the set!,7.0
Rachel,23.0,Chandler And Monica's Wedding,Joey! The wedding is in less than an hour!,7.0
Joey,23.0,Chandler And Monica's Wedding,"I know! I'm sorry! The guy's drunk, they won't let me go until we get this.",7.0
Rachel,23.0,Chandler And Monica's Wedding,Oh my god! I'm gonna have to find another minister.,7.0
Joey,23.0,Chandler And Monica's Wedding,"No! No, I'm the minister! All right, look-look, put 'em both on the phone, I'll marry them right now.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"Ugh! Joey, I have to go.",7.0
Joey,23.0,Chandler And Monica's Wedding,Hey! Don't you hang up on me! I'll marry you and me right now! I have the power!,7.0
Ross,23.0,Chandler And Monica's Wedding,"There you go. You put on a tuxedo! Now that wasn't so scary, was it?",7.0
Ross,23.0,Chandler And Monica's Wedding,"I'm telling you, just a little bit at a time.",7.0
Chandler,23.0,Chandler And Monica's Wedding,"Yeah okay. Well, what's the next little bit?",7.0
Ross,23.0,Chandler And Monica's Wedding,"Getting married. Okay. Okay. You can, you can do that too! Just like you've done everything else!",7.0
Chandler,23.0,Chandler And Monica's Wedding,Yeah. You're right. Hey i-i can do that.,7.0
Chandler,23.0,Chandler And Monica's Wedding,"Okay, excuse me for a minute.",7.0
Ross,23.0,Chandler And Monica's Wedding,"Wh- hey- whoa-whoa, where, where you going?!",7.0
Chandler,23.0,Chandler And Monica's Wedding,"Ross, I am not gonna run away again! I just want to get a little fresh air.",7.0
Chandler,23.0,Chandler And Monica's Wedding,Oh fresh air!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Wait! Maybe, maybe you're overreacting! You do that y'know.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"Well phoebe, we gotta do something! Well, y'know. I mean there's no way joey's gonna make it in time. So I'm gonna through the hotel and see if there's any other weddings going on.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,"Okay. Oh but don't tell them monica's pregnant because, they frown on that.",7.0
Rachel,23.0,Chandler And Monica's Wedding,"Anastassakis/papasifakis wedding, excellent! Congratulations. Mazel tov! Hi! Oh, great hat. Listen umm, I need you to perform another wedding. Can you do that?",7.0
Rachel,23.0,Chandler And Monica's Wedding,"Yeah! Yeah. They'rethey're-they're my friends, uh, monica stephanopolus and uh, and chandler acidofolus.",7.0
Ross,23.0,Chandler And Monica's Wedding,"Hi! Hi! Hi. Has umm, anyone seen chandler?",7.0
Ross,23.0,Chandler And Monica's Wedding,"He-he was with me umm, we're playing a little game, y'know? Hide and seek.",7.0
Ross,23.0,Chandler And Monica's Wedding,"You're right, thanks for keeping me honest dad.",7.0
Ross,23.0,Chandler And Monica's Wedding,Oh my god! Monica!,7.0
Monica,23.0,Chandler And Monica's Wedding,"I know! Hey, how's chandler doin'?",7.0
Ross,23.0,Chandler And Monica's Wedding,Great. He's doing great. Don't you worry about chandler.,7.0
Monica,23.0,Chandler And Monica's Wedding,Are you okay?,7.0
Monica,23.0,Chandler And Monica's Wedding,"Well, you're-you're sweating.",7.0
Ross,23.0,Chandler And Monica's Wedding,These-these are beads of joy.,7.0
Monica,23.0,Chandler And Monica's Wedding,Oh that's sweet. Don't touch me.,7.0
Ross,23.0,Chandler And Monica's Wedding,"Uh phoebe, can I see you for a second?",7.0
Phoebe,23.0,Chandler And Monica's Wedding,What's going on?,7.0
Ross,23.0,Chandler And Monica's Wedding,Chandler's gone again!,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Oh my god! Why would you play hide and seek with someone you know is a flight risk?!,7.0
Joey,23.0,Chandler And Monica's Wedding,Aaron! You gotta let me go. The guy's hammered!,7.0
Joey,23.0,Chandler And Monica's Wedding,"So I uh, I just talked to the director. That's it, we're done for the day.",7.0
Joey,23.0,Chandler And Monica's Wedding,Yeah! Youyou were wonderful.,7.0
Joey,23.0,Chandler And Monica's Wedding,"So I got your car, it's right outside.",7.0
Joey,23.0,Chandler And Monica's Wedding,That's what you told me.,7.0
Joey,23.0,Chandler And Monica's Wedding,No-no-no! We gotta go! Come on! Here we go.,7.0
Ross,23.0,Chandler And Monica's Wedding,There he is!!,7.0
Ross,23.0,Chandler And Monica's Wedding,You're not getting away this time mister! Unless you want that ass kicking we talked about!,7.0
Ross,23.0,Chandler And Monica's Wedding,Hiiii-ya!! I'm serious! You're not walking out on my sister!,7.0
Chandler,23.0,Chandler And Monica's Wedding,That's right! I'm not!,7.0
Ross,23.0,Chandler And Monica's Wedding,Then where the hell have you been?!,7.0
Chandler,23.0,Chandler And Monica's Wedding,I know about monica.,7.0
Chandler,23.0,Chandler And Monica's Wedding,"Yeah, I heard you and rachel talking.",7.0
Ross,23.0,Chandler And Monica's Wedding,What?! What?! Talking about what?!,7.0
Chandler,23.0,Chandler And Monica's Wedding,You don't know?,7.0
Ross,23.0,Chandler And Monica's Wedding,Know what- if somebody doesn't tell me what's going on right now,7.0
Phoebe,23.0,Chandler And Monica's Wedding,What? You'll hi-ya?,7.0
Chandler,23.0,Chandler And Monica's Wedding,Monica's pregnant.,7.0
Ross,23.0,Chandler And Monica's Wedding,Oh my god. Oh my god! And you're-you'reyou're not freaking out?,7.0
Chandler,23.0,Chandler And Monica's Wedding,Well I was! Then I went down to the gift shop because I was out of cigarettes,7.0
Chandler,23.0,Chandler And Monica's Wedding,"Big picture please! So I was in the gift shop, and that's when I uh, saw this. Yeah, y'know what? I thought anything that can fit into this, can't be scary.",7.0
Phoebe,23.0,Chandler And Monica's Wedding,Well you obviously didn't see chucky 3.,7.0
Chandler,23.0,Chandler And Monica's Wedding,"But come on, look at how cute and small this is! So I got it to give monica so she'd know I was okay.",7.0
Chandler,23.0,Chandler And Monica's Wedding,You look beautiful mom. You look beautiful too dad. I love you both. I'm so glad you here.,7.0
Chandler,23.0,Chandler And Monica's Wedding,Are you joey?,7.0
Ross,23.0,Chandler And Monica's Wedding,Huh. This is nice.,7.0
Ross,23.0,Chandler And Monica's Wedding,I've never walked down the aisle knowing it can't end in divorce.,7.0
Monica,23.0,Chandler And Monica's Wedding,She's right there.,7.0
Chandler,23.0,Chandler And Monica's Wedding,You look beautiful. Is this new?,7.0
Monica,23.0,Chandler And Monica's Wedding,Who is this?,7.0
Chandler,23.0,Chandler And Monica's Wedding,He's greek orthodox.,7.0
Joey,23.0,Chandler And Monica's Wedding,"That's my line! I can take it from here, thanks. Dearly beloved, I'm sorry I'm a little late. You may be confused by this now, but you won't be memorial day weekend 2002. Well, let's get started before the groom takes off again. Huh? We are gathered here today, to join this man and this woman in the bonds of holy matrimony. I've known monica and chandler for a long time, and I can not imagine two people more perfect for each other. And now, as I've left my notes in my dressing room. We shall proceed to the vows. Monica?",7.0
Monica,23.0,Chandler And Monica's Wedding,He took off?,7.0
Rachel,23.0,Chandler And Monica's Wedding,Go on! Go on.,7.0
Monica,23.0,Chandler And Monica's Wedding,"Chandler, for so long ii wondered if I would ever find my prince, my soul mate. Then three years ago, at another wedding I turned to a friend for comfort. And in stead, I found everything that I'd ever been looking for my whole life. And nowhere we arewith our future before usand I only want to spend it with you, my prince, my soul mate, my friend. Unless you don't want to. You go!",7.0
Chandler,23.0,Chandler And Monica's Wedding,"No, that's okay. Monica I thought this was going to be the most difficult thing I ever gonna had to do. But when I saw you walking down that aisle I realized how simple it was. I love you. Any surprises that come our way it's okay, because I will always love you. You are the person I was meant to spend the rest of my life with. You wanna know if I'm sure?",7.0
Joey,23.0,Chandler And Monica's Wedding,"You may not kiss the bride. So, I guess by the powers vested in my by the state of new york and the internet guys, I now pronounce you husband and wife. Oh wait! Do you take each other?",7.0
Joey,23.0,Chandler And Monica's Wedding,Yeah you do!,7.0
Joey,23.0,Chandler And Monica's Wedding,Aw crap! Okay- uhuh let's-let's do the rings.,7.0
Joey,23.0,Chandler And Monica's Wedding,"We good? Yeah? Good? Once again, I pronounce you husband and wife. Now kiss her again.",7.0
Chandler,23.0,Chandler And Monica's Wedding,I love you. And I know about the baby.,7.0
Monica,23.0,Chandler And Monica's Wedding,We have a baby?,7.0
Chandler,23.0,Chandler And Monica's Wedding,Phoebe found your pregnancy test in the trash.,7.0
Monica,23.0,Chandler And Monica's Wedding,I didn't take a pregnancy test.,7.0
Chandler,23.0,Chandler And Monica's Wedding,Thenwho did?,7.0
Phoebe,23.0,Chandler And Monica's Wedding,Oh and they're gonna have a baby.,7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Uh, oh-oh, umm no you didn't. I did.",7.0
Chandler,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Oh uh-uh, no-no-no-no-uh-uh.",7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,"So, we realize that- oh no I'm telling it! I'm telling it",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Ha-ha. Look- come on, I don't know what to door say.",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Ha-ha, very funny. I don't know what to do! Y'know? Holy crud!",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Ha-ha-ha, very funny. Look, I don't know what to do!",7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,"'xcusa seniora, voulez-bere quakay- - uck it!",7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,When you were little you slept through-through the grand canyon.,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,When-when you were little you slept through the grand canyon.,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,When you were little you slept through the grand- - oh fffff.,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Sorry, let's go back! 'cause you've got more to say.",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Hey and, this is a little extra something for y'know, always being there for me.",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,Oh yeah? Then how come I keep-,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,It was so wild! We told 'em we were the gunderson's in 16,7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Oh-ooh, and I brought operation, but umm I lost the umm it's making a noise.",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,Pheebs! Check it out!,7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,Pheebs! Check it out! Check it out! Check it out! Check it out!,7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Ooh, soap opera digest!",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,Oh! Ooh-ooh!,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,What are you doing?!,7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,You're still a tiny bit on fire there.,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,Oh geez! Okay! Thanks!,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Well, it was good to see you too. Did you come down here to tell me that?",7.0
Chandler,24.0,outtakesFriends Special: The Stuff You've Never Seen,What the fu- - ck are you doing?!,7.0
Rachel,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Okay. Okay, see now the one with the feather boa? That's dr. Francis. She used to be a man. Oh look! There- okay.",7.0
Rachel,24.0,outtakesFriends Special: The Stuff You've Never Seen,"No y'know, I don't want to switch! Come on! I can throw wet paper towels here!",7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,Well at monica's you can eat-,7.0
Rachel,24.0,outtakesFriends Special: The Stuff You've Never Seen,No-no ph-ph-ph-ph,7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"I mean what kind of an actor, what kind of an actor can't even say, ""hmm, noodle soup?""",7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,"I think, subconsciously",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Nope, you lost me.",7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Okay, the next situation is for rachel. The wedding is about to start you walk into the back room and you find monica taking a nap with ross. I'll be monica. Go!",7.0
Rachel,24.0,outtakesFriends Special: The Stuff You've Never Seen,Okay. Now- what is my first line?,7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,Hi! We're visiting!,7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,"It's ben and his da-da. Da-da? Can you say da-da? Y'know, you might as well say it because I told your",7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Can you say da-da? See, I'm gonna tell your mommies you said it anyway, so you might as well try",7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,What do I smell?,7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,What do I smell?,7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,What do I smell?,7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,What do I smell?,7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"I don't know, but it smells good.",7.0
Chandler,24.0,outtakesFriends Special: The Stuff You've Never Seen,What are you guys doing?,7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,That tastes like feet!,7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,That tastes like feet!,7.0
Monica,24.0,outtakesFriends Special: The Stuff You've Never Seen,Are you saying that you don't want to get with this?,7.0
Chandler,24.0,outtakesFriends Special: The Stuff You've Never Seen,"You see, I don't say-",7.0
Phoebe,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Oh, sweet je- - sus! Oh! Monica, these are the cookies they serve in hell!",7.0
Chandler,24.0,outtakesFriends Special: The Stuff You've Never Seen,Whoa! She's purty!,7.0
Joey,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Oh yeah, and she's really nice too! She taught me about y'know, how to work with the cameras and smell-the-fart acting.",7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Excuse me, what?",7.0
Ross,24.0,outtakesFriends Special: The Stuff You've Never Seen,"Pivot! Pivot! Okay, pivot! Piv-at!",7.0
